0,tcp,http,SF,234,11334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0.22,24,255,1,0,0.04,0.05,0,0,0,0,normal
41,tcp,telnet,RSTO,110,9225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,120,1,0.01,0.08,0.01,0,0.01,0,0.01,1,normal
0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,7,1,1,0,0,0.03,0.05,0,255,7,0.03,0.05,0,0,1,1,0,0,anomaly
0,tcp,auth,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1,1,1,0,0,0,0.07,0,255,1,0,0.08,0,0,1,1,0,0,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.74,0.73,0,0,0,0.73,1,anomaly
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,16,1,1,0,0,0.06,0.07,0,255,15,0.06,0.08,0,0,1,1,0,0,anomaly
0,tcp,http,SF,260,1596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,43,240,1,0,0.02,0.03,0,0.01,0,0,normal
0,tcp,http,SF,323,6186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,208,255,1,0,0,0.03,0,0,0,0,normal
0,tcp,http,SF,217,1884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,0.21,1,255,1,0,1,0.07,0,0.01,0,0.01,normal
0,tcp,http,SF,249,1425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,91,255,1,0,0.01,0.02,0,0.01,0,0,normal
12,tcp,smtp,SF,632,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,62,104,0.94,0.03,0.02,0.02,0,0,0,0,normal
